,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,Class
117,80070,71910,99450,134640,152235,146880,130560,123165,139995,122910,107865,137700,139230,160650,171360,149685,186405,216240,212160,182835,146625,196350,235875,259845,198390,156060,112710,133620,0
118,42075,29835,22950,8670,6630,4845,5355,8925,8925,4845,15045,28050,28815,5355,12240,7650,1530,7140,20655,7395,16320,41820,24480,13515,17085,11730,17085,8670,0
119,95370,88230,136935,111945,147645,122655,100725,93840,101490,107355,96390,108885,80835,61965,79560,59925,49470,45645,35955,42330,62730,53550,68595,96645,80580,68340,66555,57885,0
120,180030,186915,188190,177225,143820,172890,248625,224655,149940,153000,209100,398565,242760,213180,250665,288915,600525,352410,317985,305235,284325,284580,352410,494955,551820,526320,533970,576045,0
121,117810,133110,147645,133875,136170,127500,126480,131070,125715,161415,190485,186915,119595,131070,118575,106335,150705,152490,135660,133875,163710,182070,139485,172380,123675,137445,142800,123165,0
122,15555,28560,27285,10455,17850,36720,35445,40800,26775,32130,32130,46410,39015,14790,15555,39015,21930,35190,29070,30855,44370,35190,52530,49725,44370,37230,58905,59160,0
123,93585,75735,65790,73695,89250,102765,93330,117045,151725,153765,191505,172635,193545,164730,134640,137955,151725,158100,167790,155550,144075,187680,202470,164220,146115,133875,105825,109905,0
124,210375,153255,164985,144585,132090,144075,156570,185895,176460,194310,230520,209865,186150,206040,199920,208080,228480,73440,99960,200175,191250,193545,243525,215475,187935,185895,207570,176460,0
125,65535,27030,30855,8670,5100,26010,16830,9690,7395,13005,18360,33915,30600,28815,25755,30855,32895,30600,27030,35700,4845,255,255,11985,15810,25755,15810,19380,0
126,103530,103020,102510,100980,119850,90015,78285,119085,112710,87465,122400,126225,114750,129540,114240,124440,141780,144840,124695,116535,116790,96390,134130,156315,96390,109395,88995,88995,1
127,159375,164985,216750,195075,184365,173910,180795,155805,119085,123930,140760,117045,93585,102510,91035,111180,118320,103785,81090,98940,93585,98430,161160,136425,94350,103275,101490,98685,1
128,46665,203490,109395,119340,158610,59670,44115,163455,102765,131580,194310,97665,87465,129285,62985,41055,73440,57630,74715,70380,51255,63750,74970,30855,32895,65025,68340,62730,1
129,134895,143820,107355,131070,128010,98940,142800,141780,167535,197880,224910,277695,361845,463845,602565,564060,562275,568140,567885,514080,404175,412335,336345,310590,248370,156570,163200,162180,1
130,89505,82875,119085,126990,136170,244290,177735,171360,225930,234855,298860,349350,316710,374850,338385,243015,173145,243780,238680,188955,186915,201960,130815,232305,185640,147900,164475,246330,1
131,81090,82620,86955,193800,192780,131070,77775,82620,96135,95115,119595,80070,58395,108120,116025,98430,116535,94350,67320,96390,121125,138975,167280,138465,126990,140505,122655,122145,1
132,38250,48705,177990,141780,137190,137445,123165,90780,108630,111435,109905,93585,105315,103020,86700,116790,142800,105315,121635,167790,101745,91035,122400,101745,127500,151215,191250,140505,1
133,61965,75480,62475,78540,96900,103275,88230,88995,47430,33660,67065,92055,62730,76245,86190,72675,86190,76500,98685,81855,98940,102765,96135,62475,82620,79050,87465,101745,1
134,116535,69360,100215,75990,91035,74715,86955,93330,126990,141780,96135,101235,106590,111180,110670,99195,141015,100215,112965,97665,88485,105060,103530,107355,121635,104040,136170,128265,1
135,36210,37485,39525,31875,42075,46155,62985,57375,67320,88230,117300,199665,187935,167025,134385,72675,86445,90270,68595,49215,84405,98175,84150,78285,47685,64005,74970,68595,1
136,70125,202725,163710,214200,233835,204765,562020,617355,972315,1226550,1181670,992205,951915,879750,941205,608685,632145,179265,129285,34170,10710,5100,3825,4845,11220,8925,10710,37485,1
137,164730,180030,189720,266220,707115,703290,354450,348840,366180,460020,392445,261375,236895,237660,473280,590580,687735,583695,675750,522240,345780,443955,539580,460275,337365,397545,296565,375105,1
138,765,7395,12240,765,2040,1530,1020,1785,13260,164730,181815,165495,171615,334305,373830,250155,158865,225420,291465,338385,303450,401370,205785,242505,141015,187680,224145,165750,1
139,38505,34425,31875,10965,22695,56355,64260,33150,40035,28815,44880,108885,39780,31365,106590,22440,52275,60180,29070,30600,41310,42075,48195,38250,3315,1275,9180,5100,1
140,48960,190740,161160,200175,465375,300390,339915,269025,268260,246585,254235,161925,107355,117555,130050,160905,221340,195075,234090,185895,190230,148155,173400,253215,134895,168300,153765,132855,1
141,1785,765,0,0,0,34935,31110,21420,56100,77010,91290,77775,76500,68085,43860,54570,89760,118320,113985,124185,109395,101235,96900,103785,77775,83895,75990,54570,1
142,78285,79560,79815,73185,85170,52785,61965,26010,101745,368730,359805,312120,386580,310080,323085,284835,652545,345015,260100,165240,203745,206550,254235,252705,190995,336600,171615,201705,1
143,113985,116790,131835,134895,151725,169320,172635,147390,190230,177225,270810,169065,137955,182835,190995,183345,155550,145860,216240,163200,189720,186150,163710,193290,128265,113985,107865,111945,1
144,3570,1275,0,0,0,20400,2295,1275,0,0,10200,58650,9435,1020,255,510,13770,765,510,510,1020,510,23205,0,0,0,0,1275,1
145,0,0,8415,2550,0,0,0,12750,2550,4335,25755,41565,5865,510,0,0,510,7650,6120,3060,3060,42075,43605,2550,1275,24480,765,0,1
146,68340,81600,93075,98175,29835,31365,39015,167790,137955,143565,107100,105060,68850,41055,151725,164475,157080,81345,93840,145605,89505,83895,82620,164475,127755,47430,92565,98940,1
147,389895,391425,319515,342210,407235,301410,339915,452115,365925,391935,397800,324870,366435,411825,537795,484755,542640,422280,424320,530655,593895,554625,480930,529380,407490,348840,305235,287895,1
148,208590,172380,324870,208590,190995,253980,262650,244800,223890,137700,118575,34680,15810,19380,23970,68340,62730,39780,69870,65025,44625,43605,62730,80070,86700,98430,100215,106845,1
149,343995,401115,359295,359805,276930,253215,303450,315945,308295,350880,345525,396780,358785,360315,346545,316455,283560,284580,240465,198645,193545,184365,202470,164730,175695,181305,162690,160140,1
150,200940,199920,240720,324615,327420,321300,366690,377145,426615,451095,389385,416160,343485,262140,265710,286365,254745,246330,211650,172890,133875,164985,199920,182835,170850,153765,156060,187425,1
