,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,Class
167,106,9,2,2,2,2,1,0,3,9,81,91,67,72,62,39,32,30,22,11,20,19,39,36,23,66,36,22,0
168,28,28,11,7,7,17,45,48,74,62,81,49,11,18,28,26,39,24,35,33,31,33,65,64,31,20,8,9,0
169,21,42,33,25,28,33,52,61,44,42,54,49,8,14,37,35,51,18,22,48,56,58,65,29,39,35,45,11,0
170,36,35,39,45,34,34,35,29,22,26,36,54,32,28,35,35,20,17,24,35,26,22,37,47,21,15,23,44,0
171,23,31,47,44,39,41,2,47,35,54,1,1,1,3,61,44,32,6,4,5,47,43,1,4,8,2,37,46,0
172,49,54,43,54,63,59,45,48,49,69,63,66,48,43,53,42,46,64,61,74,54,45,58,15,50,56,66,32,0
173,58,20,34,46,44,33,46,52,47,28,8,4,43,38,30,51,44,47,47,33,34,40,39,25,34,30,42,44,0
174,45,43,24,30,38,15,40,41,13,16,4,22,39,27,14,16,13,23,40,47,17,13,3,2,30,30,1,1,0
175,30,36,33,33,38,43,32,32,35,39,30,30,38,34,26,19,21,42,35,30,47,42,54,22,19,42,30,15,0
176,14,43,52,59,20,20,20,28,34,35,5,14,39,29,24,49,35,32,36,32,35,35,35,8,36,28,33,55,0
177,72,9,0,0,0,0,0,0,0,13,60,61,52,34,23,14,4,4,0,7,7,5,27,39,4,3,2,6,0
178,71,39,49,56,39,30,54,20,72,33,44,59,58,53,33,24,14,12,14,83,21,28,4,11,11,100,19,8,0
179,13,10,35,44,43,30,17,14,34,22,37,41,35,29,14,18,19,12,16,37,33,38,51,50,13,25,29,23,0
180,3,6,3,6,2,4,4,4,5,5,3,3,2,5,4,3,10,7,4,2,2,4,2,7,4,2,4,6,0
181,41,46,14,24,44,37,31,22,16,19,27,20,34,22,16,36,23,19,11,17,30,27,38,16,22,14,38,35,0
182,14,4,1,1,10,8,15,11,24,50,62,60,43,24,17,13,35,44,10,5,10,14,52,35,9,22,36,35,0
183,36,19,3,5,17,15,13,12,9,15,35,57,21,19,3,4,31,56,25,24,8,8,35,17,26,75,30,9,0
184,2,6,4,3,6,4,4,3,8,8,14,11,4,5,10,8,5,24,14,9,8,7,12,23,12,6,13,9,0
185,30,56,34,19,49,57,44,55,38,29,29,45,41,20,15,22,26,9,13,35,39,30,46,23,29,37,50,15,0
186,64,49,23,4,5,9,24,20,19,33,74,66,34,34,28,32,18,18,18,18,26,24,22,36,25,21,20,13,0
187,36,63,53,21,34,45,51,61,38,47,44,57,24,28,14,30,46,48,26,37,47,36,51,36,24,58,34,21,0
188,27,28,17,31,25,14,28,37,39,40,13,29,18,27,17,23,22,33,50,29,18,29,3,9,11,14,16,31,0
189,30,12,21,45,21,32,32,13,17,41,21,38,19,23,35,13,18,44,23,20,19,30,34,33,60,21,17,38,0
190,20,22,31,31,41,38,29,32,17,17,45,44,21,18,23,21,24,37,30,16,20,29,48,40,19,21,21,14,0
191,18,17,20,19,15,16,12,11,13,19,20,25,16,17,20,17,14,20,10,11,15,6,11,15,10,15,42,12,0
192,46,42,15,27,29,13,29,39,42,45,44,4,43,48,23,10,16,26,40,30,21,34,9,9,23,49,47,53,0
193,31,15,16,24,35,27,34,19,14,19,25,22,22,20,19,11,12,16,10,3,15,11,39,23,14,4,2,2,0
194,70,43,18,26,52,79,66,69,76,47,67,39,18,11,10,11,19,13,6,7,19,51,53,56,22,20,67,59,0
195,54,47,59,59,49,59,73,25,15,15,32,33,13,42,53,17,24,71,22,9,15,15,14,58,55,30,11,14,0
196,12,14,50,65,26,30,57,61,38,24,85,44,59,50,34,32,43,59,58,31,17,40,42,29,17,32,42,59,0
197,18,5,7,10,18,8,14,1,1,7,15,52,9,1,3,15,2,2,5,3,5,2,5,24,16,26,7,8,0
198,23,12,8,25,56,12,15,72,27,16,23,16,13,11,14,7,9,27,76,25,25,19,29,5,1,14,13,2,1
199,29,4,4,7,28,13,10,11,11,12,47,49,23,12,6,8,23,15,11,11,8,8,47,39,6,5,6,4,1
200,27,13,7,15,9,7,17,15,8,20,42,50,13,6,13,12,8,9,21,12,17,12,57,22,11,12,19,23,1
201,65,50,29,41,56,68,49,40,47,56,27,44,18,25,40,33,18,18,18,18,18,15,14,12,10,12,9,6,1
202,41,42,39,25,42,36,35,35,29,42,33,31,44,47,51,44,35,43,20,57,56,43,41,53,41,30,27,42,1
203,57,27,23,30,28,34,28,28,24,18,38,41,22,25,20,16,30,39,50,54,14,37,41,19,27,18,42,31,1
204,31,38,45,50,37,15,6,12,33,45,47,53,42,26,27,51,50,32,45,57,37,30,51,61,22,17,34,46,1
205,29,31,19,40,40,37,37,41,28,26,32,56,39,55,57,55,50,60,43,46,37,44,18,45,37,38,49,51,1
206,45,49,57,64,45,30,19,41,26,65,69,43,22,17,24,2,42,53,50,36,36,44,53,30,30,41,28,29,1
207,58,37,65,35,41,33,21,19,70,33,61,39,41,50,54,30,37,39,34,4,3,4,3,5,8,14,12,16,1
208,76,37,67,65,57,79,78,35,12,18,54,19,15,18,6,9,22,41,22,35,50,48,56,27,13,27,46,26,1
209,77,35,37,31,29,18,26,21,61,37,37,26,24,19,20,18,23,21,21,14,23,20,16,22,17,13,12,9,1
210,15,8,6,2,2,4,9,11,6,3,4,18,12,9,11,2,1,2,11,9,7,3,4,22,21,14,5,5,1
211,26,16,25,28,29,18,22,4,1,1,1,4,7,17,26,19,29,36,21,33,22,23,28,30,21,16,1,1,1
212,43,46,2,31,21,19,26,31,13,9,23,26,32,37,15,46,35,13,31,31,17,21,24,8,12,30,31,37,1
213,37,14,8,11,7,11,13,12,10,1,2,25,11,10,6,9,33,21,11,15,18,14,23,12,6,4,5,5,1
214,9,39,33,6,14,36,20,25,19,13,17,7,9,12,23,15,8,10,12,9,5,17,4,14,23,25,12,10,1
215,2,3,7,5,4,4,2,5,9,13,3,6,10,10,5,4,5,9,20,20,7,11,6,5,8,8,12,15,1
216,13,57,44,29,41,48,30,18,27,31,40,8,25,44,40,32,27,19,35,42,17,30,6,53,51,40,51,45,1
217,31,31,49,19,14,10,10,12,8,12,16,20,18,16,20,54,17,9,14,7,7,10,14,12,17,21,19,8,1
218,17,15,24,32,21,21,18,23,20,20,26,33,15,13,16,29,24,21,44,32,23,24,9,31,22,24,32,21,1
219,34,54,29,28,66,21,13,15,22,60,74,36,16,21,46,14,27,56,48,33,21,19,31,40,22,28,32,16,1
220,39,22,19,15,6,15,34,41,47,30,36,24,13,11,47,37,6,20,22,21,42,46,29,48,22,6,13,10,1
221,57,15,10,21,15,12,10,8,11,8,11,17,10,8,9,12,7,6,8,11,7,8,10,14,15,11,9,6,1
222,18,23,44,58,45,28,34,28,16,28,20,21,13,17,21,3,17,33,21,24,32,35,7,59,49,42,24,44,1
223,19,27,32,10,33,37,11,14,15,19,18,61,19,9,18,15,11,31,35,11,11,43,42,7,11,21,20,27,1
224,24,33,27,24,20,19,35,18,17,4,3,4,2,9,11,1,1,10,43,34,12,4,4,28,41,41,46,29,1
225,42,30,23,12,15,7,7,33,28,31,20,16,13,15,30,13,9,14,17,11,18,9,10,29,14,12,27,22,1
226,45,39,53,54,23,14,17,8,14,29,37,37,14,14,13,12,11,19,21,72,62,39,49,55,13,8,12,8,1
227,12,25,21,13,5,6,14,7,4,11,15,29,14,7,11,16,16,16,13,10,10,21,38,17,15,14,23,22,1
